Epoch,val_Brier,val_MR,val_cls_loss,val_data_loss,val_loss,val_minADE,val_minFDE,val_mode_0_l2_dist,val_mode_0_pinn_loss,val_mode_0_reg_nll,val_mode_1_l2_dist,val_mode_1_pinn_loss,val_mode_1_reg_nll,val_mode_2_l2_dist,val_mode_2_pinn_loss,val_mode_2_reg_nll,val_mode_3_l2_dist,val_mode_3_pinn_loss,val_mode_3_reg_nll,val_mode_4_l2_dist,val_mode_4_pinn_loss,val_mode_4_reg_nll,val_mode_5_l2_dist,val_mode_5_pinn_loss,val_mode_5_reg_nll,val_pinn_loss,val_reg_loss_prop,val_reg_loss_prop_over
20,0.613213658,0.220185682,0.473576725,-1.573279023,-1.572732925,0.878829718,1.546369433,1.39179194,0.000513117,1.305049181,1.43682456,0.000341646,1.3505162,1.682206035,0.000369236,1.707906842,2.064018488,0.000834536,1.651935697,2.238173008,0.000627595,2.166790724,1.748336673,0.00057595,1.742747664,0.000543679,-1.207684755,-0.839170992
21,0.627029002,0.206579164,0.455774397,-1.626549125,-1.625851512,0.862497211,1.491397738,1.245157361,0.000639882,1.074397087,1.45522809,0.000438465,1.387838483,1.519900799,0.000438763,1.552103281,2.12539196,0.001430634,1.798002005,2.09802413,0.000585541,2.202667236,1.608397484,0.00065288,1.586202264,0.000697694,-1.221775174,-0.860548317
22,0.62267679,0.221106127,0.493213147,-1.556859612,-1.556145668,0.888364911,1.608123302,1.438839674,0.000712694,1.392373204,1.228421569,0.000450655,1.005480289,1.536825776,0.0004452,1.480886102,1.804741859,0.001155635,1.511798024,2.631982327,0.000745861,2.504230261,2.00976634,0.000773679,2.129194498,0.000713954,-1.209348798,-0.840722859
23,0.626827955,0.204097971,0.443548203,-1.651218653,-1.650571704,0.856386483,1.496558666,1.336276889,0.000737145,1.155412912,1.3514781,0.000408968,1.224834681,1.571602464,0.000492402,1.519411325,1.973800421,0.000949079,1.65440917,2.231699228,0.000549723,2.095801353,1.763349056,0.000755645,1.7267946,0.000648827,-1.229517102,-0.865250885
24,0.62806654,0.210340962,0.449725688,-1.650785327,-1.650115967,0.865797877,1.501417279,1.18938899,0.00069031,0.976968944,1.496810317,0.000403147,1.426776409,1.486184001,0.000428212,1.39502883,2.331403971,0.001073172,2.016080379,2.194013119,0.000624193,2.259443521,1.567513227,0.000793152,1.561695337,0.000668698,-1.233849168,-0.866661608
25,0.639244854,0.205058426,0.432282448,-1.71037519,-1.709765673,0.860847116,1.525044203,1.191141129,0.000714358,1.057070017,1.409317613,0.000411285,1.340723276,1.487952232,0.00050239,1.488564968,2.070803881,0.000792548,1.742840886,1.838370204,0.000509393,1.595295072,1.416571498,0.000730634,1.231125474,0.000610102,-1.253376961,-0.889280915
26,0.62469393,0.207699701,0.424741775,-1.70484674,-1.704274416,0.858148694,1.499042392,1.163831234,0.000736279,0.99681282,1.481907248,0.000375214,1.402299404,1.430981874,0.000410733,1.337344885,2.34462595,0.000768289,2.083547354,1.963023663,0.000484119,2.06120348,1.398029685,0.000670953,1.344775796,0.000574265,-1.247606158,-0.881984591
27,0.622724354,0.213022247,0.445552409,-1.66528666,-1.664618134,0.868353307,1.517281771,1.337146878,0.000797672,1.070804715,1.581239462,0.000457872,1.481378675,1.713524222,0.00052636,1.706467867,2.284436941,0.000932377,1.784639955,1.956173778,0.000579046,1.668751478,1.597828388,0.000707154,1.309107542,0.000666747,-1.237418532,-0.873419583
28,0.627641797,0.201016486,0.40740031,-1.766266704,-1.765597463,0.849233747,1.489215136,1.391924977,0.000842345,1.160635114,1.384163499,0.000449687,1.335573435,1.601836085,0.000514119,1.636294365,1.964985728,0.001038862,1.770531774,2.144997597,0.000500967,2.00635004,1.665971518,0.000667407,1.570426464,0.000668897,-1.267442465,-0.906223416
29,0.626450896,0.201256603,0.421267331,-1.732974052,-1.73225975,0.843102515,1.450887799,1.311903477,0.00082256,1.058169007,1.375712514,0.000503046,1.146044612,1.449864984,0.000551172,1.263856053,2.187006235,0.001125257,1.823075414,2.073471785,0.000545892,1.91923058,1.656328678,0.000743103,1.576241016,0.000715172,-1.260133505,-0.89410615
