steps,grad_similarity
132,0.329548568
133,-0.193091512
134,0.270510137
135,0.289349794
136,-0.283541232
137,0.098778576
138,0.078414053
139,0.037412271
140,0.140843511
141,0.358504415
142,0.105948552
143,0.143671587
144,0.581032693
145,0.202155724
146,0.171855763
147,0.023599517
148,0.179826155
149,0.021464605
150,0.015842002
151,-0.131304011
152,-0.023863666
153,-0.00494656
154,-0.125317872
155,0.305029988
156,0.144129947
157,0.058069997
158,0.18488583
159,0.112739526
160,0.265755832
161,0.112257212
162,-0.117523648
163,-0.188389719
164,0.022642165
165,0.123917975
166,-0.292346507
167,-0.271392584
168,-0.106770769
169,-0.058287911
170,-0.001580894
171,0.052480079
172,-0.050591424
173,-0.200729325
174,0.154788166
175,0.327062368
176,0.043336805
177,-0.052949265
178,0.449977309
179,0.236947671
180,-0.197297975
181,0.291451812
182,0.392552972
183,0.102369413
184,0.385485768
185,0.04592441
186,0.296607941
187,0.053622246
188,-0.183705747
189,0.109919392
190,-0.055908196
191,0.137923628
192,-0.033892423
193,-0.243415833
194,-0.096907511
195,0.518944681
196,0.43866992
197,0.012882639
198,-0.032858487
199,-0.207431585
200,0.017474744
201,0.295708925
202,0.409738392
203,-0.211064905
204,-0.172622398
205,-0.057128239
206,-0.240658075
207,-0.021236984
208,0.335479379
209,0.182463318
210,0.169323564
211,-0.227267265
212,0.282648921
213,0.232255638
214,0.289511651
215,0.041666318
216,-0.161540732
217,0.046619222
218,0.153154805
219,0.428681612
220,-0.193190724
221,-0.117710933
222,0.083976701
223,-0.414601505
224,-0.081302501
225,0.201080605
226,0.314416438
227,0.111533418
228,0.422490031
229,0.579553545
230,0.364479482
231,-0.089080706
232,-0.123344488
233,0.329776406
234,0.079141974
235,0.383785754
236,-0.073196657
237,0.233076558
238,0.492805064
239,-0.434488595
240,0.501610696
241,0.645507216
242,0.341363907
243,0.104308888
244,0.341669828
245,0.334660679
246,0.348179221
247,-0.228343457
248,0.090150297
249,-0.271011412
250,-0.257658184
251,0.414541483
252,0.262466758
253,0.37554425
254,0.30313623
255,-0.00258651
256,-0.196799219
